"location","hits","keyword","geo","gprop"
"New Hampshire",67,"Adam Smith","US","web"
"North Carolina",67,"Adam Smith","US","web"
"New Mexico",65,"Adam Smith","US","web"
"Minnesota",64,"Adam Smith","US","web"
"Utah",64,"Adam Smith","US","web"
"Michigan",64,"Adam Smith","US","web"
"Maryland",61,"Adam Smith","US","web"
"Texas",60,"Adam Smith","US","web"
"New Jersey",60,"Adam Smith","US","web"
"Florida",59,"Adam Smith","US","web"
"Alaska",59,"Adam Smith","US","web"
"Indiana",58,"Adam Smith","US","web"
"Kansas",58,"Adam Smith","US","web"
"South Dakota",56,"Adam Smith","US","web"
"Wisconsin",55,"Adam Smith","US","web"
"Colorado",54,"Adam Smith","US","web"
"Pennsylvania",54,"Adam Smith","US","web"
"Kentucky",53,"Adam Smith","US","web"
"Georgia",53,"Adam Smith","US","web"
"Nebraska",52,"Adam Smith","US","web"
"Oklahoma",52,"Adam Smith","US","web"
"Iowa",52,"Adam Smith","US","web"
"Wyoming",52,"Adam Smith","US","web"
"Hawaii",52,"Adam Smith","US","web"
"Rhode Island",52,"Adam Smith","US","web"
"Oregon",51,"Adam Smith","US","web"
"Nevada",51,"Adam Smith","US","web"
"Illinois",51,"Adam Smith","US","web"
"Delaware",51,"Adam Smith","US","web"
"Louisiana",46,"Adam Smith","US","web"
"Missouri",44,"Adam Smith","US","web"
"West Virginia",41,"Adam Smith","US","web"
"Montana",40,"Adam Smith","US","web"
"North Dakota",35,"Adam Smith","US","web"
"Washington",100,"Denny Heck","US","web"
"Oregon",3,"Denny Heck","US","web"
"California",0.5,"Denny Heck","US","web"
"New York",0.5,"Denny Heck","US","web"
"Alaska",0,"Denny Heck","US","web"
"Wyoming",0,"Denny Heck","US","web"
"Connecticut",0,"Denny Heck","US","web"
"District of Columbia",0,"Denny Heck","US","web"
"Delaware",0,"Denny Heck","US","web"
"Florida",0,"Denny Heck","US","web"
"Georgia",0,"Denny Heck","US","web"
"Hawaii",0,"Denny Heck","US","web"
"Iowa",0,"Denny Heck","US","web"
"Idaho",0,"Denny Heck","US","web"
"Illinois",0,"Denny Heck","US","web"
"Indiana",0,"Denny Heck","US","web"
"Kansas",0,"Denny Heck","US","web"
"Kentucky",0,"Denny Heck","US","web"
"Louisiana",0,"Denny Heck","US","web"
"Massachusetts",0,"Denny Heck","US","web"
"Maryland",0,"Denny Heck","US","web"
"Maine",0,"Denny Heck","US","web"
"Michigan",0,"Denny Heck","US","web"
"Minnesota",0,"Denny Heck","US","web"
"Missouri",0,"Denny Heck","US","web"
"Mississippi",0,"Denny Heck","US","web"
"Montana",0,"Denny Heck","US","web"
"North Carolina",0,"Denny Heck","US","web"
"North Dakota",0,"Denny Heck","US","web"
"Nebraska",0,"Denny Heck","US","web"
"New Hampshire",0,"Denny Heck","US","web"
"New Jersey",0,"Denny Heck","US","web"
"New Mexico",0,"Denny Heck","US","web"
"Nevada",0,"Denny Heck","US","web"
"Arizona",0,"Denny Heck","US","web"
"Ohio",0,"Denny Heck","US","web"
"Oklahoma",0,"Denny Heck","US","web"
"Arkansas",0,"Denny Heck","US","web"
"Pennsylvania",0,"Denny Heck","US","web"
"Rhode Island",0,"Denny Heck","US","web"
"South Carolina",0,"Denny Heck","US","web"
"South Dakota",0,"Denny Heck","US","web"
"Tennessee",0,"Denny Heck","US","web"
"Texas",0,"Denny Heck","US","web"
"Utah",0,"Denny Heck","US","web"
"Virginia",0,"Denny Heck","US","web"
"Vermont",0,"Denny Heck","US","web"
"Alabama",0,"Denny Heck","US","web"
"Wisconsin",0,"Denny Heck","US","web"
"West Virginia",0,"Denny Heck","US","web"
"Colorado",0,"Denny Heck","US","web"
"Wisconsin",100,"Bryan Steil","US","web"
"New Mexico",11,"Bryan Steil","US","web"
"Illinois",1,"Bryan Steil","US","web"
"Alaska",0,"Bryan Steil","US","web"
"Wyoming",0,"Bryan Steil","US","web"
"Colorado",0,"Bryan Steil","US","web"
"Connecticut",0,"Bryan Steil","US","web"
"District of Columbia",0,"Bryan Steil","US","web"
"Delaware",0,"Bryan Steil","US","web"
"Florida",0,"Bryan Steil","US","web"
"Georgia",0,"Bryan Steil","US","web"
"Hawaii",0,"Bryan Steil","US","web"
"Iowa",0,"Bryan Steil","US","web"
"Idaho",0,"Bryan Steil","US","web"
"Arizona",0,"Bryan Steil","US","web"
"Indiana",0,"Bryan Steil","US","web"
"Kansas",0,"Bryan Steil","US","web"
"Kentucky",0,"Bryan Steil","US","web"
"Louisiana",0,"Bryan Steil","US","web"
"Massachusetts",0,"Bryan Steil","US","web"
"Maryland",0,"Bryan Steil","US","web"
"Maine",0,"Bryan Steil","US","web"
"Michigan",0,"Bryan Steil","US","web"
"Minnesota",0,"Bryan Steil","US","web"
"Missouri",0,"Bryan Steil","US","web"
"Mississippi",0,"Bryan Steil","US","web"
"Montana",0,"Bryan Steil","US","web"
"North Carolina",0,"Bryan Steil","US","web"
"North Dakota",0,"Bryan Steil","US","web"
"Nebraska",0,"Bryan Steil","US","web"
"New Hampshire",0,"Bryan Steil","US","web"
"New Jersey",0,"Bryan Steil","US","web"
"Arkansas",0,"Bryan Steil","US","web"
"Nevada",0,"Bryan Steil","US","web"
"New York",0,"Bryan Steil","US","web"
"Ohio",0,"Bryan Steil","US","web"
"Oklahoma",0,"Bryan Steil","US","web"
"Oregon",0,"Bryan Steil","US","web"
"Pennsylvania",0,"Bryan Steil","US","web"
"Rhode Island",0,"Bryan Steil","US","web"
"South Carolina",0,"Bryan Steil","US","web"
"South Dakota",0,"Bryan Steil","US","web"
"Tennessee",0,"Bryan Steil","US","web"
"Texas",0,"Bryan Steil","US","web"
"Utah",0,"Bryan Steil","US","web"
"Virginia",0,"Bryan Steil","US","web"
"Vermont",0,"Bryan Steil","US","web"
"Washington",0,"Bryan Steil","US","web"
"Alabama",0,"Bryan Steil","US","web"
"West Virginia",0,"Bryan Steil","US","web"
"California",0,"Bryan Steil","US","web"
"Wisconsin",100,"Mark Pocan","US","web"
"District of Columbia",42,"Mark Pocan","US","web"
"Massachusetts",4,"Mark Pocan","US","web"
"Illinois",2,"Mark Pocan","US","web"
"New York",1,"Mark Pocan","US","web"
"California",1,"Mark Pocan","US","web"
"Alaska",0,"Mark Pocan","US","web"
"Wyoming",0,"Mark Pocan","US","web"
"Delaware",0,"Mark Pocan","US","web"
"Florida",0,"Mark Pocan","US","web"
"Georgia",0,"Mark Pocan","US","web"
"Hawaii",0,"Mark Pocan","US","web"
"Iowa",0,"Mark Pocan","US","web"
"Idaho",0,"Mark Pocan","US","web"
"Colorado",0,"Mark Pocan","US","web"
"Indiana",0,"Mark Pocan","US","web"
"Kansas",0,"Mark Pocan","US","web"
"Kentucky",0,"Mark Pocan","US","web"
"Louisiana",0,"Mark Pocan","US","web"
"Arizona",0,"Mark Pocan","US","web"
"Maryland",0,"Mark Pocan","US","web"
"Maine",0,"Mark Pocan","US","web"
"Michigan",0,"Mark Pocan","US","web"
"Minnesota",0,"Mark Pocan","US","web"
"Missouri",0,"Mark Pocan","US","web"
"Mississippi",0,"Mark Pocan","US","web"
"Montana",0,"Mark Pocan","US","web"
"North Carolina",0,"Mark Pocan","US","web"
"North Dakota",0,"Mark Pocan","US","web"
"Nebraska",0,"Mark Pocan","US","web"
"New Hampshire",0,"Mark Pocan","US","web"
"New Jersey",0,"Mark Pocan","US","web"
"New Mexico",0,"Mark Pocan","US","web"
"Nevada",0,"Mark Pocan","US","web"
"Arkansas",0,"Mark Pocan","US","web"
"Ohio",0,"Mark Pocan","US","web"
"Oklahoma",0,"Mark Pocan","US","web"
"Oregon",0,"Mark Pocan","US","web"
"Pennsylvania",0,"Mark Pocan","US","web"
"Rhode Island",0,"Mark Pocan","US","web"
"South Carolina",0,"Mark Pocan","US","web"
"South Dakota",0,"Mark Pocan","US","web"
"Tennessee",0,"Mark Pocan","US","web"
"Texas",0,"Mark Pocan","US","web"
"Utah",0,"Mark Pocan","US","web"
"Virginia",0,"Mark Pocan","US","web"
"Vermont",0,"Mark Pocan","US","web"
"Washington",0,"Mark Pocan","US","web"
"Alabama",0,"Mark Pocan","US","web"
"West Virginia",0,"Mark Pocan","US","web"
"Connecticut",0,"Mark Pocan","US","web"
"Wisconsin",100,"Ron Kind","US","web"
"District of Columbia",15,"Ron Kind","US","web"
"Minnesota",7,"Ron Kind","US","web"
"Virginia",4,"Ron Kind","US","web"
"Maryland",4,"Ron Kind","US","web"
"North Carolina",4,"Ron Kind","US","web"
"Alabama",3,"Ron Kind","US","web"
"South Carolina",2,"Ron Kind","US","web"
"Tennessee",2,"Ron Kind","US","web"
"Pennsylvania",2,"Ron Kind","US","web"
"Illinois",2,"Ron Kind","US","web"
"Colorado",2,"Ron Kind","US","web"
"Michigan",2,"Ron Kind","US","web"
"Ohio",2,"Ron Kind","US","web"
"Texas",1,"Ron Kind","US","web"
"Missouri",1,"Ron Kind","US","web"
"Washington",1,"Ron Kind","US","web"
"Georgia",1,"Ron Kind","US","web"
"New Jersey",1,"Ron Kind","US","web"
"Arizona",1,"Ron Kind","US","web"
"California",1,"Ron Kind","US","web"
"New York",1,"Ron Kind","US","web"
"Florida",0.5,"Ron Kind","US","web"
"Alaska",0,"Ron Kind","US","web"
"Wyoming",0,"Ron Kind","US","web"
"Mississippi",0,"Ron Kind","US","web"
"Montana",0,"Ron Kind","US","web"
"Massachusetts",0,"Ron Kind","US","web"
"North Dakota",0,"Ron Kind","US","web"
"Nebraska",0,"Ron Kind","US","web"
"New Hampshire",0,"Ron Kind","US","web"
"Louisiana",0,"Ron Kind","US","web"
"New Mexico",0,"Ron Kind","US","web"
"Nevada",0,"Ron Kind","US","web"
"Kentucky",0,"Ron Kind","US","web"
"Kansas",0,"Ron Kind","US","web"
"Oklahoma",0,"Ron Kind","US","web"
"Oregon",0,"Ron Kind","US","web"
"Indiana",0,"Ron Kind","US","web"
"Rhode Island",0,"Ron Kind","US","web"
"Idaho",0,"Ron Kind","US","web"
"South Dakota",0,"Ron Kind","US","web"
"Iowa",0,"Ron Kind","US","web"
"Hawaii",0,"Ron Kind","US","web"
"Utah",0,"Ron Kind","US","web"
"Delaware",0,"Ron Kind","US","web"
"Vermont",0,"Ron Kind","US","web"
"Connecticut",0,"Ron Kind","US","web"
"Arkansas",0,"Ron Kind","US","web"
"West Virginia",0,"Ron Kind","US","web"
"Maine",0,"Ron Kind","US","web"
"Wisconsin",100,"Gwen Moore","US","web"
"Illinois",4,"Gwen Moore","US","web"
"Pennsylvania",3,"Gwen Moore","US","web"
"New Jersey",3,"Gwen Moore","US","web"
"Ohio",3,"Gwen Moore","US","web"
"Georgia",3,"Gwen Moore","US","web"
"California",1,"Gwen Moore","US","web"
"New York",1,"Gwen Moore","US","web"
"Texas",1,"Gwen Moore","US","web"
"Alaska",0,"Gwen Moore","US","web"
"Wyoming",0,"Gwen Moore","US","web"
"Hawaii",0,"Gwen Moore","US","web"
"Iowa",0,"Gwen Moore","US","web"
"Idaho",0,"Gwen Moore","US","web"
"Delaware",0,"Gwen Moore","US","web"
"Indiana",0,"Gwen Moore","US","web"
"Kansas",0,"Gwen Moore","US","web"
"Kentucky",0,"Gwen Moore","US","web"
"Louisiana",0,"Gwen Moore","US","web"
"Massachusetts",0,"Gwen Moore","US","web"
"Maryland",0,"Gwen Moore","US","web"
"Maine",0,"Gwen Moore","US","web"
"Michigan",0,"Gwen Moore","US","web"
"Minnesota",0,"Gwen Moore","US","web"
"Missouri",0,"Gwen Moore","US","web"
"Mississippi",0,"Gwen Moore","US","web"
"Montana",0,"Gwen Moore","US","web"
"North Carolina",0,"Gwen Moore","US","web"
"North Dakota",0,"Gwen Moore","US","web"
"Nebraska",0,"Gwen Moore","US","web"
"New Hampshire",0,"Gwen Moore","US","web"
"District of Columbia",0,"Gwen Moore","US","web"
"New Mexico",0,"Gwen Moore","US","web"
"Nevada",0,"Gwen Moore","US","web"
"Connecticut",0,"Gwen Moore","US","web"
"Colorado",0,"Gwen Moore","US","web"
"Oklahoma",0,"Gwen Moore","US","web"
"Oregon",0,"Gwen Moore","US","web"
"Arizona",0,"Gwen Moore","US","web"
"Rhode Island",0,"Gwen Moore","US","web"
"South Carolina",0,"Gwen Moore","US","web"
"South Dakota",0,"Gwen Moore","US","web"
"Tennessee",0,"Gwen Moore","US","web"
"Arkansas",0,"Gwen Moore","US","web"
"Utah",0,"Gwen Moore","US","web"
"Virginia",0,"Gwen Moore","US","web"
"Vermont",0,"Gwen Moore","US","web"
"Washington",0,"Gwen Moore","US","web"
"Alabama",0,"Gwen Moore","US","web"
"West Virginia",0,"Gwen Moore","US","web"
"Florida",0,"Gwen Moore","US","web"
"Wisconsin",100,"Jim Sensenbrenner","US","web"
"Alaska",0,"Jim Sensenbrenner","US","web"
"Wyoming",0,"Jim Sensenbrenner","US","web"
"Arizona",0,"Jim Sensenbrenner","US","web"
"California",0,"Jim Sensenbrenner","US","web"
"Colorado",0,"Jim Sensenbrenner","US","web"
"Connecticut",0,"Jim Sensenbrenner","US","web"
"District of Columbia",0,"Jim Sensenbrenner","US","web"
"Delaware",0,"Jim Sensenbrenner","US","web"
"Florida",0,"Jim Sensenbrenner","US","web"
"Georgia",0,"Jim Sensenbrenner","US","web"
"Hawaii",0,"Jim Sensenbrenner","US","web"
"Iowa",0,"Jim Sensenbrenner","US","web"
"Idaho",0,"Jim Sensenbrenner","US","web"
"Illinois",0,"Jim Sensenbrenner","US","web"
"Indiana",0,"Jim Sensenbrenner","US","web"
"Kansas",0,"Jim Sensenbrenner","US","web"
"Kentucky",0,"Jim Sensenbrenner","US","web"
"Louisiana",0,"Jim Sensenbrenner","US","web"
"Massachusetts",0,"Jim Sensenbrenner","US","web"
"Maryland",0,"Jim Sensenbrenner","US","web"
"Maine",0,"Jim Sensenbrenner","US","web"
"Michigan",0,"Jim Sensenbrenner","US","web"
"Minnesota",0,"Jim Sensenbrenner","US","web"
"Missouri",0,"Jim Sensenbrenner","US","web"
"Mississippi",0,"Jim Sensenbrenner","US","web"
"Montana",0,"Jim Sensenbrenner","US","web"
"North Carolina",0,"Jim Sensenbrenner","US","web"
"North Dakota",0,"Jim Sensenbrenner","US","web"
"Nebraska",0,"Jim Sensenbrenner","US","web"
"New Hampshire",0,"Jim Sensenbrenner","US","web"
"New Jersey",0,"Jim Sensenbrenner","US","web"
"New Mexico",0,"Jim Sensenbrenner","US","web"
"Nevada",0,"Jim Sensenbrenner","US","web"
"New York",0,"Jim Sensenbrenner","US","web"
"Ohio",0,"Jim Sensenbrenner","US","web"
"Oklahoma",0,"Jim Sensenbrenner","US","web"
"Oregon",0,"Jim Sensenbrenner","US","web"
"Pennsylvania",0,"Jim Sensenbrenner","US","web"
"Rhode Island",0,"Jim Sensenbrenner","US","web"
"South Carolina",0,"Jim Sensenbrenner","US","web"
"South Dakota",0,"Jim Sensenbrenner","US","web"
"Tennessee",0,"Jim Sensenbrenner","US","web"
"Texas",0,"Jim Sensenbrenner","US","web"
"Utah",0,"Jim Sensenbrenner","US","web"
"Virginia",0,"Jim Sensenbrenner","US","web"
"Vermont",0,"Jim Sensenbrenner","US","web"
"Washington",0,"Jim Sensenbrenner","US","web"
"Alabama",0,"Jim Sensenbrenner","US","web"
"West Virginia",0,"Jim Sensenbrenner","US","web"
"Arkansas",0,"Jim Sensenbrenner","US","web"
"Wisconsin",100,"Glenn Grothman","US","web"
"Alaska",0,"Glenn Grothman","US","web"
"Wyoming",0,"Glenn Grothman","US","web"
"Arizona",0,"Glenn Grothman","US","web"
"California",0,"Glenn Grothman","US","web"
"Colorado",0,"Glenn Grothman","US","web"
"Connecticut",0,"Glenn Grothman","US","web"
"District of Columbia",0,"Glenn Grothman","US","web"
"Delaware",0,"Glenn Grothman","US","web"
"Florida",0,"Glenn Grothman","US","web"
"Georgia",0,"Glenn Grothman","US","web"
"Hawaii",0,"Glenn Grothman","US","web"
"Iowa",0,"Glenn Grothman","US","web"
"Idaho",0,"Glenn Grothman","US","web"
"Illinois",0,"Glenn Grothman","US","web"
"Indiana",0,"Glenn Grothman","US","web"
"Kansas",0,"Glenn Grothman","US","web"
"Kentucky",0,"Glenn Grothman","US","web"
"Louisiana",0,"Glenn Grothman","US","web"
"Massachusetts",0,"Glenn Grothman","US","web"
"Maryland",0,"Glenn Grothman","US","web"
"Maine",0,"Glenn Grothman","US","web"
"Michigan",0,"Glenn Grothman","US","web"
"Minnesota",0,"Glenn Grothman","US","web"
"Missouri",0,"Glenn Grothman","US","web"
"Mississippi",0,"Glenn Grothman","US","web"
"Montana",0,"Glenn Grothman","US","web"
"North Carolina",0,"Glenn Grothman","US","web"
"North Dakota",0,"Glenn Grothman","US","web"
"Nebraska",0,"Glenn Grothman","US","web"
"New Hampshire",0,"Glenn Grothman","US","web"
"New Jersey",0,"Glenn Grothman","US","web"
"New Mexico",0,"Glenn Grothman","US","web"
"Nevada",0,"Glenn Grothman","US","web"
"New York",0,"Glenn Grothman","US","web"
"Ohio",0,"Glenn Grothman","US","web"
"Oklahoma",0,"Glenn Grothman","US","web"
"Oregon",0,"Glenn Grothman","US","web"
"Pennsylvania",0,"Glenn Grothman","US","web"
"Rhode Island",0,"Glenn Grothman","US","web"
"South Carolina",0,"Glenn Grothman","US","web"
"South Dakota",0,"Glenn Grothman","US","web"
"Tennessee",0,"Glenn Grothman","US","web"
"Texas",0,"Glenn Grothman","US","web"
"Utah",0,"Glenn Grothman","US","web"
"Virginia",0,"Glenn Grothman","US","web"
"Vermont",0,"Glenn Grothman","US","web"
"Washington",0,"Glenn Grothman","US","web"
"Alabama",0,"Glenn Grothman","US","web"
"West Virginia",0,"Glenn Grothman","US","web"
"Arkansas",0,"Glenn Grothman","US","web"
"Wisconsin",100,"Mike Gallagher","US","web"
"Montana",25,"Mike Gallagher","US","web"
"District of Columbia",22,"Mike Gallagher","US","web"
"South Carolina",18,"Mike Gallagher","US","web"
"Tennessee",10,"Mike Gallagher","US","web"
"Kentucky",9,"Mike Gallagher","US","web"
"Illinois",9,"Mike Gallagher","US","web"
"North Carolina",8,"Mike Gallagher","US","web"
"Pennsylvania",8,"Mike Gallagher","US","web"
"Georgia",7,"Mike Gallagher","US","web"
"Alabama",7,"Mike Gallagher","US","web"
"Arkansas",7,"Mike Gallagher","US","web"
"Minnesota",7,"Mike Gallagher","US","web"
"Oregon",6,"Mike Gallagher","US","web"
"Ohio",6,"Mike Gallagher","US","web"
"Colorado",5,"Mike Gallagher","US","web"
"Connecticut",5,"Mike Gallagher","US","web"
"Michigan",5,"Mike Gallagher","US","web"
"Indiana",5,"Mike Gallagher","US","web"
"Virginia",5,"Mike Gallagher","US","web"
"Texas",5,"Mike Gallagher","US","web"
"Washington",5,"Mike Gallagher","US","web"
"Arizona",5,"Mike Gallagher","US","web"
"Florida",4,"Mike Gallagher","US","web"
"Louisiana",4,"Mike Gallagher","US","web"
"Massachusetts",3,"Mike Gallagher","US","web"
"Maryland",3,"Mike Gallagher","US","web"
"New York",3,"Mike Gallagher","US","web"
"California",3,"Mike Gallagher","US","web"
"Missouri",2,"Mike Gallagher","US","web"
"New Jersey",1,"Mike Gallagher","US","web"
"Alaska",0,"Mike Gallagher","US","web"
"New Mexico",0,"Mike Gallagher","US","web"
"Nevada",0,"Mike Gallagher","US","web"
"New Hampshire",0,"Mike Gallagher","US","web"
"Nebraska",0,"Mike Gallagher","US","web"
"Oklahoma",0,"Mike Gallagher","US","web"
"North Dakota",0,"Mike Gallagher","US","web"
"Mississippi",0,"Mike Gallagher","US","web"
"Rhode Island",0,"Mike Gallagher","US","web"
"Maine",0,"Mike Gallagher","US","web"
"South Dakota",0,"Mike Gallagher","US","web"
"Kansas",0,"Mike Gallagher","US","web"
"Idaho",0,"Mike Gallagher","US","web"
"Utah",0,"Mike Gallagher","US","web"
"Iowa",0,"Mike Gallagher","US","web"
"Vermont",0,"Mike Gallagher","US","web"
"Hawaii",0,"Mike Gallagher","US","web"
"Delaware",0,"Mike Gallagher","US","web"
"West Virginia",0,"Mike Gallagher","US","web"
"Wyoming",0,"Mike Gallagher","US","web"
"West Virginia",100,"David McKinley","US","web"
"New York",1,"David McKinley","US","web"
"Florida",1,"David McKinley","US","web"
"California",1,"David McKinley","US","web"
"Alaska",0,"David McKinley","US","web"
"Wyoming",0,"David McKinley","US","web"
"Connecticut",0,"David McKinley","US","web"
"District of Columbia",0,"David McKinley","US","web"
"Delaware",0,"David McKinley","US","web"
"Arizona",0,"David McKinley","US","web"
"Georgia",0,"David McKinley","US","web"
"Hawaii",0,"David McKinley","US","web"
"Iowa",0,"David McKinley","US","web"
"Idaho",0,"David McKinley","US","web"
"Illinois",0,"David McKinley","US","web"
"Indiana",0,"David McKinley","US","web"
"Kansas",0,"David McKinley","US","web"
"Kentucky",0,"David McKinley","US","web"
"Louisiana",0,"David McKinley","US","web"
"Massachusetts",0,"David McKinley","US","web"
"Maryland",0,"David McKinley","US","web"
"Maine",0,"David McKinley","US","web"
"Michigan",0,"David McKinley","US","web"
"Minnesota",0,"David McKinley","US","web"
"Missouri",0,"David McKinley","US","web"
"Mississippi",0,"David McKinley","US","web"
"Montana",0,"David McKinley","US","web"
"North Carolina",0,"David McKinley","US","web"
"North Dakota",0,"David McKinley","US","web"
"Nebraska",0,"David McKinley","US","web"
"New Hampshire",0,"David McKinley","US","web"
"New Jersey",0,"David McKinley","US","web"
"New Mexico",0,"David McKinley","US","web"
"Nevada",0,"David McKinley","US","web"
"Arkansas",0,"David McKinley","US","web"
"Ohio",0,"David McKinley","US","web"
"Oklahoma",0,"David McKinley","US","web"
"Oregon",0,"David McKinley","US","web"
"Pennsylvania",0,"David McKinley","US","web"
"Rhode Island",0,"David McKinley","US","web"
"South Carolina",0,"David McKinley","US","web"
"South Dakota",0,"David McKinley","US","web"
"Tennessee",0,"David McKinley","US","web"
"Texas",0,"David McKinley","US","web"
"Utah",0,"David McKinley","US","web"
"Virginia",0,"David McKinley","US","web"
"Vermont",0,"David McKinley","US","web"
"Washington",0,"David McKinley","US","web"
"Wisconsin",0,"David McKinley","US","web"
"Alabama",0,"David McKinley","US","web"
"Colorado",0,"David McKinley","US","web"
"West Virginia",100,"Alex Mooney","US","web"
"Nebraska",14,"Alex Mooney","US","web"
"Virginia",2,"Alex Mooney","US","web"
"Michigan",1,"Alex Mooney","US","web"
"California",0.5,"Alex Mooney","US","web"
"Alaska",0,"Alex Mooney","US","web"
"Wyoming",0,"Alex Mooney","US","web"
"District of Columbia",0,"Alex Mooney","US","web"
"Delaware",0,"Alex Mooney","US","web"
"Florida",0,"Alex Mooney","US","web"
"Georgia",0,"Alex Mooney","US","web"
"Hawaii",0,"Alex Mooney","US","web"
"Iowa",0,"Alex Mooney","US","web"
"Idaho",0,"Alex Mooney","US","web"
"Illinois",0,"Alex Mooney","US","web"
"Indiana",0,"Alex Mooney","US","web"
"Kansas",0,"Alex Mooney","US","web"
"Kentucky",0,"Alex Mooney","US","web"
"Louisiana",0,"Alex Mooney","US","web"
"Massachusetts",0,"Alex Mooney","US","web"
"Maryland",0,"Alex Mooney","US","web"
"Maine",0,"Alex Mooney","US","web"
"Colorado",0,"Alex Mooney","US","web"
"Minnesota",0,"Alex Mooney","US","web"
"Missouri",0,"Alex Mooney","US","web"
"Mississippi",0,"Alex Mooney","US","web"
"Montana",0,"Alex Mooney","US","web"
"North Carolina",0,"Alex Mooney","US","web"
"North Dakota",0,"Alex Mooney","US","web"
"Arizona",0,"Alex Mooney","US","web"
"New Hampshire",0,"Alex Mooney","US","web"
"New Jersey",0,"Alex Mooney","US","web"
"New Mexico",0,"Alex Mooney","US","web"
"Nevada",0,"Alex Mooney","US","web"
"New York",0,"Alex Mooney","US","web"
"Ohio",0,"Alex Mooney","US","web"
"Oklahoma",0,"Alex Mooney","US","web"
"Oregon",0,"Alex Mooney","US","web"
"Pennsylvania",0,"Alex Mooney","US","web"
"Rhode Island",0,"Alex Mooney","US","web"
"South Carolina",0,"Alex Mooney","US","web"
"South Dakota",0,"Alex Mooney","US","web"
"Tennessee",0,"Alex Mooney","US","web"
"Texas",0,"Alex Mooney","US","web"
"Utah",0,"Alex Mooney","US","web"
"Arkansas",0,"Alex Mooney","US","web"
"Vermont",0,"Alex Mooney","US","web"
"Washington",0,"Alex Mooney","US","web"
"Wisconsin",0,"Alex Mooney","US","web"
"Alabama",0,"Alex Mooney","US","web"
"Connecticut",0,"Alex Mooney","US","web"
"Wyoming",100,"Liz Cheney","US","web"
"District of Columbia",11,"Liz Cheney","US","web"
"Idaho",3,"Liz Cheney","US","web"
"Virginia",3,"Liz Cheney","US","web"
"Colorado",2,"Liz Cheney","US","web"
"Massachusetts",2,"Liz Cheney","US","web"
"Connecticut",2,"Liz Cheney","US","web"
"Nebraska",2,"Liz Cheney","US","web"
"Maryland",2,"Liz Cheney","US","web"
"Iowa",2,"Liz Cheney","US","web"
"Arizona",2,"Liz Cheney","US","web"
"New York",2,"Liz Cheney","US","web"
"New Jersey",2,"Liz Cheney","US","web"
"Illinois",1,"Liz Cheney","US","web"
"Kansas",1,"Liz Cheney","US","web"
"Tennessee",1,"Liz Cheney","US","web"
"Pennsylvania",1,"Liz Cheney","US","web"
"Oregon",1,"Liz Cheney","US","web"
"Washington",1,"Liz Cheney","US","web"
"Minnesota",1,"Liz Cheney","US","web"
"Florida",1,"Liz Cheney","US","web"
"Missouri",1,"Liz Cheney","US","web"
"California",1,"Liz Cheney","US","web"
"Michigan",1,"Liz Cheney","US","web"
"Georgia",1,"Liz Cheney","US","web"
"South Carolina",1,"Liz Cheney","US","web"
"Wisconsin",1,"Liz Cheney","US","web"
"Nevada",1,"Liz Cheney","US","web"
"Texas",1,"Liz Cheney","US","web"
"Alabama",1,"Liz Cheney","US","web"
"Louisiana",1,"Liz Cheney","US","web"
"North Carolina",1,"Liz Cheney","US","web"
"Indiana",1,"Liz Cheney","US","web"
"Ohio",0.5,"Liz Cheney","US","web"
"Mississippi",0,"Liz Cheney","US","web"
"New Mexico",0,"Liz Cheney","US","web"
"Oklahoma",0,"Liz Cheney","US","web"
"New Hampshire",0,"Liz Cheney","US","web"
"North Dakota",0,"Liz Cheney","US","web"
"Rhode Island",0,"Liz Cheney","US","web"
"Montana",0,"Liz Cheney","US","web"
"South Dakota",0,"Liz Cheney","US","web"
"Maine",0,"Liz Cheney","US","web"
"Kentucky",0,"Liz Cheney","US","web"
"Utah",0,"Liz Cheney","US","web"
"Hawaii",0,"Liz Cheney","US","web"
"Vermont",0,"Liz Cheney","US","web"
"Delaware",0,"Liz Cheney","US","web"
"Arkansas",0,"Liz Cheney","US","web"
"West Virginia",0,"Liz Cheney","US","web"
"Alaska",0,"Liz Cheney","US","web"
"Tennessee",100,"Phil Roe","US","web"
"Alaska",0,"Phil Roe","US","web"
"Wyoming",0,"Phil Roe","US","web"
"Arizona",0,"Phil Roe","US","web"
"California",0,"Phil Roe","US","web"
"Colorado",0,"Phil Roe","US","web"
"Connecticut",0,"Phil Roe","US","web"
"District of Columbia",0,"Phil Roe","US","web"
"Delaware",0,"Phil Roe","US","web"
"Florida",0,"Phil Roe","US","web"
"Georgia",0,"Phil Roe","US","web"
"Hawaii",0,"Phil Roe","US","web"
"Iowa",0,"Phil Roe","US","web"
"Idaho",0,"Phil Roe","US","web"
"Illinois",0,"Phil Roe","US","web"
"Indiana",0,"Phil Roe","US","web"
"Kansas",0,"Phil Roe","US","web"
"Kentucky",0,"Phil Roe","US","web"
"Louisiana",0,"Phil Roe","US","web"
"Massachusetts",0,"Phil Roe","US","web"
"Maryland",0,"Phil Roe","US","web"
"Maine",0,"Phil Roe","US","web"
"Michigan",0,"Phil Roe","US","web"
"Minnesota",0,"Phil Roe","US","web"
"Missouri",0,"Phil Roe","US","web"
"Mississippi",0,"Phil Roe","US","web"
