"qry","qry_clean","Twitter","governor","congress","candidate","state","district","party","chamber","date_started_position","full_term","Notes","relevance_score","in_data"
"Doug LaMalfa","Doug LaMalfa","RepLaMalfa",FALSE,TRUE,FALSE,"CA",1,"Republican","Rep","3-Jan-13",1,NA,6,1
"Jared Huffman","Jared Huffman","RepHuffman",FALSE,TRUE,FALSE,"CA",2,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Jared Huffman","Jared Huffman","JaredHuffman",FALSE,TRUE,FALSE,"CA",2,"Democrat","Rep","3-Jan-13",1,NA,6,1
"John Garamendi","John Garamendi","RepGaramendi",FALSE,TRUE,FALSE,"CA",3,"Democrat","Rep","3-Nov-09",1,NA,6,1
"Tom McClintock","Tom McClintock","RepMcClintock",FALSE,TRUE,FALSE,"CA",4,"Republican","Rep","3-Jan-09",1,NA,6,1
"Tom McClintock","Tom McClintock","Tommcclintock",FALSE,TRUE,FALSE,"CA",4,"Republican","Rep","3-Jan-09",1,NA,6,1
"Mike Thompson","Mike Thompson","RepThompson",FALSE,TRUE,FALSE,"CA",5,"Democrat","Rep","3-Jan-99",1,NA,4,1
"Doris Matsui","Doris Matsui","DorisMatsui",FALSE,TRUE,FALSE,"CA",6,"Democrat","Rep","10-Mar-05",1,NA,6,1
"Ami Bera","Ami Bera","RepBera",FALSE,TRUE,FALSE,"CA",7,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Paul Cook","Paul Cook","RepPaulCook",FALSE,TRUE,FALSE,"CA",8,"Republican","Rep","3-Jan-13",0,"Until 12/7/20",4,1
"Jerry McNerney","Jerry McNerney","RepMcNerney",FALSE,TRUE,FALSE,"CA",9,"Democrat","Rep","3-Jan-07",1,NA,6,1
"Josh Harder","Josh Harder","RepJoshHarder",FALSE,TRUE,FALSE,"CA",10,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Mark DeSaulnier","Mark DeSaulnier","RepDeSaulnier",FALSE,TRUE,FALSE,"CA",11,"Democrat","Rep","3-Jan-15",1,NA,6,1
"Nancy Pelosi","Nancy Pelosi","SpeakerPelosi",FALSE,TRUE,FALSE,"CA",12,"Democrat","Rep","2-Jun-87",1,NA,6,1
"Barbara Lee","Barbara Lee","RepBarbaraLee",FALSE,TRUE,FALSE,"CA",13,"Democrat","Rep","21-Apr-98",1,NA,6,1
"Jackie Speier","Jackie Speier","RepSpeier",FALSE,TRUE,FALSE,"CA",14,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Eric Swalwell","Eric Swalwell","ericswalwell",FALSE,TRUE,TRUE,"CA",15,"Democrat","Rep","3-Jan-13",1,"CA-14 since 2023",6,1
"Eric Swalwell","Eric Swalwell","RepSwalwell",FALSE,TRUE,TRUE,"CA",15,"Democrat","Rep","3-Jan-13",1,"CA-14 since 2023",6,1
"Jim Costa","Jim Costa","RepJimCosta",FALSE,TRUE,FALSE,"CA",16,"Democrat","Rep","3-Jan-05",1,NA,6,1
"Ro Khanna","Ro Khanna","RepRoKhanna",FALSE,TRUE,FALSE,"CA",17,"Democrat","Rep","3-Jan-17",1,NA,6,1
"Ro Khanna","Ro Khanna","RoKhanna",FALSE,TRUE,FALSE,"CA",17,"Democrat","Rep","3-Jan-17",1,NA,6,1
"Anna Eshoo","Anna Eshoo","RepAnnaEshoo",FALSE,TRUE,FALSE,"CA",18,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Zoe Lofgren","Zoe Lofgren","RepZoeLofgren",FALSE,TRUE,FALSE,"CA",19,"Democrat","Rep","3-Jan-95",1,NA,6,1
"Jimmy Panetta","Jimmy Panetta","RepJimmyPanetta",FALSE,TRUE,FALSE,"CA",20,"Democrat","Rep","3-Jan-17",1,NA,6,1
"TJ Cox","TJ Cox","RepTjCox",FALSE,TRUE,FALSE,"CA",21,"Democrat","Rep","3-Jan-19",1,NA,6,1
"TJ Cox","TJ Cox","TJCoxCongress",FALSE,TRUE,FALSE,"CA",21,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Devin Nunes","Devin Nunes","RepDevinNunes",FALSE,TRUE,FALSE,"CA",22,"Republican","Rep","3-Jan-03",1,NA,6,1
"Devin Nunes","Devin Nunes","DevinNunes",FALSE,TRUE,FALSE,"CA",22,"Republican","Rep","3-Jan-03",1,NA,6,1
"Kevin McCarthy","Kevin McCarthy","GOPLeader",FALSE,TRUE,FALSE,"CA",23,"Republican","Rep","3-Jan-07",1,NA,6,1
"Salud Carbajal","Salud Carbajal","RepCarbajal",FALSE,TRUE,FALSE,"CA",24,"Democrat","Rep","3-Jan-17",1,NA,6,1
"Katie Hill","Katie Hill","RepKatieHill",FALSE,TRUE,FALSE,"CA",25,"Democrat","Rep","3-Jan-19",0,"Until 11/3/19",NA,0
"Katie Hill","Katie Hill","katiehill4ca",FALSE,TRUE,FALSE,"CA",25,"Democrat","Rep","3-Jan-19",0,"Until 11/3/19",NA,0
"Mike Garcia","Mike Garcia","RepMikeGarcia",FALSE,TRUE,FALSE,"CA",25,"Republican","Rep","12-May-20",0,"From 5/12/2020",NA,0
"Mike Garcia","Mike Garcia","ElectMikeGarcia",FALSE,TRUE,FALSE,"CA",25,"Republican","Rep","12-May-20",0,"From 5/12/2020",NA,0
"Julia Brownley","Julia Brownley","JuliaBrownley26",FALSE,TRUE,FALSE,"CA",26,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Julia Brownley","Julia Brownley","RepBrownley",FALSE,TRUE,FALSE,"CA",26,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Judy Chu","Judy Chu","RepJudyChu",FALSE,TRUE,FALSE,"CA",27,"Democrat","Rep","14-Jul-09",1,NA,6,1
"Adam Schiff","Adam Schiff","RepAdamSchiff",FALSE,TRUE,FALSE,"CA",28,"Democrat","Rep","3-Jan-01",1,NA,5,1
"Tony Cárdenas","Tony Cardenas","RepCardenas",FALSE,TRUE,FALSE,"CA",29,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Brad Sherman","Brad Sherman","BradSherman",FALSE,TRUE,FALSE,"CA",30,"Democrat","Rep","3-Jan-97",1,NA,6,1
"Pete Aguilar","Pete Aguilar","aguilarpete",FALSE,TRUE,FALSE,"CA",31,"Democrat","Rep","3-Jan-15",1,NA,6,1
"Pete Aguilar","Pete Aguilar","PeteAguilar",FALSE,TRUE,FALSE,"CA",31,"Democrat","Rep","3-Jan-15",1,NA,6,1
"Pete Aguilar","Pete Aguilar","RepPeteAguilar",FALSE,TRUE,FALSE,"CA",31,"Democrat","Rep","3-Jan-15",1,NA,6,1
"Grace Napolitano","Grace Napolitano","gracenapolitano",FALSE,TRUE,FALSE,"CA",32,"Democrat","Rep","3-Jan-99",1,NA,6,1
"Ted Lieu","Ted Lieu","RepTedLieu",FALSE,TRUE,FALSE,"CA",33,"Democrat","Rep","3-Jan-15",1,NA,6,1
"Ted Lieu","Ted Lieu","tedlieu",FALSE,TRUE,FALSE,"CA",33,"Democrat","Rep","3-Jan-15",1,NA,6,1
"Jimmy Gomez","Jimmy Gomez","JimmyGomezCA",FALSE,TRUE,FALSE,"CA",34,"Democrat","Rep","11-Jul-17",1,NA,6,1
"Jimmy Gomez","Jimmy Gomez","RepJimmyGomez",FALSE,TRUE,FALSE,"CA",34,"Democrat","Rep","11-Jul-17",1,NA,6,1
"Norma Torres","Norma Torres","NormaJTorres",FALSE,TRUE,FALSE,"CA",35,"Democrat","Rep","3-Jan-15",1,NA,5,1
"Raul Ruiz","Raul Ruiz","CongressmanRuiz",FALSE,TRUE,FALSE,"CA",36,"Democrat","Rep","3-Jan-13",1,NA,5,1
"Raul Ruiz","Raul Ruiz","RepRaulRuizMD",FALSE,TRUE,FALSE,"CA",36,"Democrat","Rep","3-Jan-13",1,NA,5,1
"Karen Bass","Karen Bass","RepKarenBass",FALSE,TRUE,FALSE,"CA",37,"Democrat","Rep","3-Jan-11",1,NA,6,1
"Linda Sánchez","Linda Sanchez","RepLindaSanchez",FALSE,TRUE,FALSE,"CA",38,"Democrat","Rep","3-Jan-03",1,NA,6,1
"Gil Cisneros","Gil Cisneros","RepGilCisneros",FALSE,TRUE,FALSE,"CA",39,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Lucille Roybal-Allard","Lucille Roybal-Allard","RepRoybalAllard",FALSE,TRUE,FALSE,"CA",40,"Democrat","Rep","3-Jan-93",1,NA,6,1
"Mark Takano","Mark Takano","RepMarkTakano",FALSE,TRUE,FALSE,"CA",41,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Ken Calvert","Ken Calvert","KenCalvert",FALSE,TRUE,FALSE,"CA",42,"Republican","Rep","3-Jan-13",1,NA,6,1
"Maxine Waters","Maxine Waters","RepMaxineWaters",FALSE,TRUE,FALSE,"CA",43,"Democrat","Rep","3-Jan-91",1,NA,6,1
"Nanette Barragán","Nanette Barragan","RepBarragan",FALSE,TRUE,FALSE,"CA",44,"Democrat","Rep","3-Jan-17",1,NA,6,1
"Katie Porter","Katie Porter","katieporteroc",FALSE,TRUE,FALSE,"CA",45,"Democrat","Rep","3-Jan-19",1,NA,5,1
"Katie Porter","Katie Porter","RepKatiePorter",FALSE,TRUE,FALSE,"CA",45,"Democrat","Rep","3-Jan-19",1,NA,5,1
"Lou Correa","Lou Correa","RepLouCorrea",FALSE,TRUE,FALSE,"CA",46,"Democrat","Rep","3-Jan-17",1,NA,6,1
"Alan Lowenthal","Alan Lowenthal","RepLowenthal",FALSE,TRUE,FALSE,"CA",47,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Harley Rouda","Harley Rouda","HarleyRouda",FALSE,TRUE,FALSE,"CA",48,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Harley Rouda","Harley Rouda","RepHarley",FALSE,TRUE,FALSE,"CA",48,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Mike Levin","Mike Levin","MikeLevin",FALSE,TRUE,FALSE,"CA",49,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Mike Levin","Mike Levin","RepMikeLevin",FALSE,TRUE,FALSE,"CA",49,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Duncan D. Hunter","Duncan D. Hunter","Rep_Hunter",FALSE,TRUE,FALSE,"CA",50,"Republican","Rep","3-Jan-13",0,"Until 1/13/2020",6,1
"Juan Vargas","Juan Vargas","RepJuanVargas",FALSE,TRUE,FALSE,"CA",51,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Scott Peters","Scott Peters","RepScottPeters",FALSE,TRUE,FALSE,"CA",52,"Democrat","Rep","3-Jan-13",1,NA,4,1
"Scott Peters","Scott Peters","ScottPetersSD",FALSE,TRUE,FALSE,"CA",52,"Democrat","Rep","3-Jan-13",1,NA,4,1
"Susan Davis","Susan Davis","RepSusanDavis",FALSE,TRUE,FALSE,"CA",53,"Democrat","Rep","3-Jan-01",1,NA,5,1
"Diana DeGette","Diana DeGette","RepDianaDeGette",FALSE,TRUE,FALSE,"CO",1,"Democrat","Rep","3-Jan-97",1,NA,6,1
"Joe Neguse","Joe Neguse","JoeNeguse",FALSE,TRUE,FALSE,"CO",2,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Joe Neguse","Joe Neguse","RepJoeNeguse",FALSE,TRUE,FALSE,"CO",2,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Scott Tipton","Scott Tipton","RepTipton",FALSE,TRUE,FALSE,"CO",3,"Republican","Rep","3-Jan-11",1,NA,5,1
"Ken Buck","Ken Buck","RepKenBuck",FALSE,TRUE,FALSE,"CO",4,"Republican","Rep","3-Jan-15",1,NA,6,1
"Doug Lamborn","Doug Lamborn","RepDLamborn",FALSE,TRUE,FALSE,"CO",5,"Republican","Rep","3-Jan-07",1,NA,6,1
"Jason Crow","Jason Crow","RepJasonCrow",FALSE,TRUE,FALSE,"CO",6,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Ed Perlmutter","Ed Perlmutter","RepPerlmutter",FALSE,TRUE,FALSE,"CO",7,"Democrat","Rep","3-Jan-07",1,NA,6,1
"John B. Larson","John B. Larson","RepJohnLarson",FALSE,TRUE,FALSE,"CT",1,"Democrat","Rep","3-Jan-99",1,NA,6,1
"Joe Courtney","Joe Courtney","RepJoeCourtney",FALSE,TRUE,FALSE,"CT",2,"Democrat","Rep","3-Jan-07",1,NA,5,1
"Rosa DeLauro","Rosa DeLauro","Rosa_deLauro",FALSE,TRUE,FALSE,"CT",3,"Democrat","Rep","3-Jan-91",1,NA,6,1
"Rosa DeLauro","Rosa DeLauro","rosadelauro",FALSE,TRUE,FALSE,"CT",3,"Democrat","Rep","3-Jan-91",1,NA,6,1
"Jim Himes","Jim Himes","jahimes",FALSE,TRUE,FALSE,"CT",4,"Democrat","Rep","3-Jan-09",1,NA,6,1
"Jahana Hayes","Jahana Hayes","RepJahanaHayes",FALSE,TRUE,FALSE,"CT",5,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Eleanor Holmes Norton","Eleanor Holmes Norton","EleanorNorton",FALSE,TRUE,FALSE,"DC",0,"Democrat","Rep","3-Jan-91",1,NA,6,1
"Lisa Blunt Rochester","Lisa Blunt Rochester","LisaBRochester",FALSE,TRUE,FALSE,"DE",0,"Democrat","Rep","3-Jan-17",1,NA,6,1
"Lisa Blunt Rochester","Lisa Blunt Rochester","RepLBR",FALSE,TRUE,FALSE,"DE",0,"Democrat","Rep","3-Jan-17",1,NA,6,1
"Matt Gaetz","Matt Gaetz","mattgaetz",FALSE,TRUE,FALSE,"FL",1,"Republican","Rep","3-Jan-17",1,NA,6,1
"Matt Gaetz","Matt Gaetz","RepMattGaetz",FALSE,TRUE,FALSE,"FL",1,"Republican","Rep","3-Jan-17",1,NA,6,1
"Neal Dunn","Neal Dunn","DrNealDunnFL2",FALSE,TRUE,FALSE,"FL",2,"Republican","Rep","3-Jan-17",1,NA,5,1
"Neal Dunn","Neal Dunn","drnealdunnfl2",FALSE,TRUE,FALSE,"FL",2,"Republican","Rep","3-Jan-17",1,NA,5,1
"Ted Yoho","Ted Yoho","RepTedYoho",FALSE,TRUE,FALSE,"FL",3,"Republican","Rep","3-Jan-13",1,NA,6,1
"John Rutherford","John Rutherford","RepRutherfordFL",FALSE,TRUE,FALSE,"FL",4,"Republican","Rep","3-Jan-17",1,NA,6,1
"Al Lawson","Al Lawson","RepAlLawsonJr",FALSE,TRUE,FALSE,"FL",5,"Democrat","Rep","3-Jan-17",1,NA,6,1
"Michael Waltz","Michael Waltz","Michaelgwaltz",FALSE,TRUE,FALSE,"FL",6,"Republican","Rep","3-Jan-19",1,NA,6,1
"Michael Waltz","Michael Waltz","RepMichaelWaltz",FALSE,TRUE,FALSE,"FL",6,"Republican","Rep","3-Jan-19",1,NA,6,1
"Stephanie Murphy","Stephanie Murphy","RepStephMurphy",FALSE,TRUE,FALSE,"FL",7,"Democrat","Rep","3-Jan-17",1,NA,6,1
"Bill Posey","Bill Posey","congbillposey",FALSE,TRUE,FALSE,"FL",8,"Republican","Rep","3-Jan-09",1,NA,4,1
"Darren Soto","Darren Soto","RepDarrenSoto",FALSE,TRUE,FALSE,"FL",9,"Democrat","Rep","3-Jan-17",1,NA,6,1
"Val Demings","Val Demings","RepValDemings",FALSE,TRUE,FALSE,"FL",10,"Democrat","Rep","3-Jan-17",1,NA,6,1
"Daniel Webster","Daniel Webster","RepWebster",FALSE,TRUE,FALSE,"FL",11,"Republican","Rep","3-Jan-11",1,NA,1,1
"Gus Bilirakis","Gus Bilirakis","RepGusBilirakis",FALSE,TRUE,FALSE,"FL",12,"Republican","Rep","3-Jan-07",1,NA,6,1
"Charlie Crist","Charlie Crist","CharlieChrist",FALSE,TRUE,FALSE,"FL",13,"Democrat","Rep","3-Jan-17",1,NA,6,1
"Charlie Crist","Charlie Crist","RepCharlieCrist",FALSE,TRUE,FALSE,"FL",13,"Democrat","Rep","3-Jan-17",1,NA,6,1
"Kathy Castor","Kathy Castor","USRepKCastor",FALSE,TRUE,FALSE,"FL",14,"Democrat","Rep","3-Jan-07",1,NA,6,1
"Ross Spano","Ross Spano","RepRossSpano",FALSE,TRUE,FALSE,"FL",15,"Republican","Rep","3-Jan-19",1,NA,6,1
"Vern Buchanan","Vern Buchanan","VernBuchanan",FALSE,TRUE,FALSE,"FL",16,"Republican","Rep","3-Jan-07",1,NA,6,1
"Greg Steube","Greg Steube","RepGregSteube",FALSE,TRUE,FALSE,"FL",17,"Republican","Rep","3-Jan-19",1,NA,6,1
"Brian Mast","Brian Mast","RepBrianMast",FALSE,TRUE,FALSE,"FL",18,"Republican","Rep","3-Jan-17",1,NA,6,1
"Francis Rooney","Francis Rooney","FrancisRooney",FALSE,TRUE,FALSE,"FL",19,"Republican","Rep","3-Jan-17",1,NA,6,1
"Francis Rooney","Francis Rooney","RepRooney",FALSE,TRUE,FALSE,"FL",19,"Republican","Rep","3-Jan-17",1,NA,6,1
"Alcee Hastings","Alcee Hastings","RepHastingsFL",FALSE,TRUE,FALSE,"FL",20,"Democrat","Rep","3-Jan-93",1,NA,6,1
"Lois Frankel","Lois Frankel","RepLoisFrankel",FALSE,TRUE,FALSE,"FL",21,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Ted Deutch","Ted Deutch","RepTedDeutch",FALSE,TRUE,FALSE,"FL",22,"Democrat","Rep","13-Apr-10",1,NA,6,1
"Ted Deutch","Ted Deutch","TedDeutch",FALSE,TRUE,FALSE,"FL",22,"Democrat","Rep","13-Apr-10",1,NA,6,1
"Debbie Wasserman Schultz","Debbie Wasserman Schultz","DWStweets",FALSE,TRUE,FALSE,"FL",23,"Democrat","Rep","3-Jan-05",1,NA,6,1
"Debbie Wasserman Schultz","Debbie Wasserman Schultz","RepDWStweets",FALSE,TRUE,FALSE,"FL",23,"Democrat","Rep","3-Jan-05",1,NA,6,1
"Debbie Wasserman Schultz","Debbie Wasserman Schultz","debbieforfl",FALSE,TRUE,FALSE,"FL",23,"Democrat","Rep","3-Jan-05",1,NA,6,1
"Frederica Wilson","Frederica Wilson","RepWilson",FALSE,TRUE,FALSE,"FL",24,"Democrat","Rep","3-Jan-11",1,NA,6,1
"Mario Díaz-Balart","Mario Di­az-Balart","MarioDB",FALSE,TRUE,FALSE,"FL",25,"Republican","Rep","3-Jan-03",1,NA,NA,1
"Mario Díaz-Balart","Mario Di­az-Balart","Mdiazbalart",FALSE,TRUE,FALSE,"FL",25,"Republican","Rep","3-Jan-03",1,NA,NA,1
"Debbie Mucarsel-Powell","Debbie Mucarsel-Powell","DebbieforFL",FALSE,TRUE,FALSE,"FL",26,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Debbie Mucarsel-Powell","Debbie Mucarsel-Powell","RepDMP",FALSE,TRUE,FALSE,"FL",26,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Donna Shalala","Donna Shalala","DonnaShalala",FALSE,TRUE,FALSE,"FL",27,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Donna Shalala","Donna Shalala","RepShalala",FALSE,TRUE,FALSE,"FL",27,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Buddy Carter","Buddy Carter","RepBuddyCarter",FALSE,TRUE,FALSE,"GA",1,"Republican","Rep","3-Jan-15",1,NA,5,1
"Sanford Bishop","Sanford Bishop","SanfordBishop",FALSE,TRUE,FALSE,"GA",2,"Democrat","Rep","3-Jan-93",1,NA,4,1
"Drew Ferguson","Drew Ferguson","RepDrewFerguson",FALSE,TRUE,FALSE,"GA",3,"Republican","Rep","3-Jan-17",1,NA,6,1
"Hank Johnson","Hank Johnson","RepHankJohnson",FALSE,TRUE,FALSE,"GA",4,"Democrat","Rep","3-Jan-07",1,NA,6,1
"John Lewis","John Lewis","RepJohnLewis",FALSE,TRUE,FALSE,"GA",5,"Democrat","Rep","3-Jan-87",0,"until 7/17/2020",0,1
"Kwanza Hall","Kwanza Hall","kwanzahall",FALSE,TRUE,FALSE,"GA",5,"Democrat","Rep","1-Dec-20",0,"from 12/1/2020",NA,0
"Lucy McBath","Lucy McBath","Lucymcbath",FALSE,TRUE,FALSE,"GA",7,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Lucy McBath","Lucy McBath","RepLucyMcBath",FALSE,TRUE,FALSE,"GA",7,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Rob Woodall","Rob Woodall","RepRobWoodall",FALSE,TRUE,FALSE,"GA",7,"Republican","Rep","3-Jan-11",1,NA,4,1
"Austin Scott","Austin Scott","AustinScottGA",FALSE,TRUE,FALSE,"GA",8,"Republican","Rep","3-Jan-11",1,NA,5,1
"Austin Scott","Austin Scott","AustinScottGA08",FALSE,TRUE,FALSE,"GA",8,"Republican","Rep","3-Jan-11",1,NA,5,1
"Doug Collins","Doug Collins","RepDougCollins",FALSE,TRUE,FALSE,"GA",9,"Republican","Rep","3-Jan-13",1,NA,6,1
"Jody Hice","Jody Hice","CongressmanHice",FALSE,TRUE,FALSE,"GA",10,"Republican","Rep","3-Jan-15",1,NA,6,1
"Barry Loudermilk","Barry Loudermilk","RepLoudermilk",FALSE,TRUE,FALSE,"GA",11,"Republican","Rep","3-Jan-15",1,NA,6,1
"Rick W. Allen","Rick W. Allen","RepRickAllen",FALSE,TRUE,FALSE,"GA",12,"Republican","Rep","3-Jan-15",1,NA,6,1
"Rick W. Allen","Rick W. Allen","rickallen",FALSE,TRUE,FALSE,"GA",12,"Republican","Rep","3-Jan-15",1,NA,6,1
"David Scott","David Scott","RepDavidScott",FALSE,TRUE,FALSE,"GA",13,"Democrat","Rep","3-Jan-03",1,NA,3,1
"Tom Graves","Tom Graves","RepTomGraves",FALSE,TRUE,FALSE,"GA",14,"Republican","Rep","3-Jan-13",0,"until 10/4/2020",6,1
"Michael San Nicolas","Michael San Nicolas","GuamCongressman",FALSE,TRUE,FALSE,"GU",0,"Democrat","Rep","3-Jan-19",1,NA,5,1
"Ed Case","Ed Case","RepEdCase",FALSE,TRUE,FALSE,"HI",1,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Tulsi Gabbard","Tulsi Gabbard","TulsiGabbard",FALSE,TRUE,TRUE,"HI",2,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Tulsi Gabbard","Tulsi Gabbard","TulsiPress",FALSE,TRUE,TRUE,"HI",2,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Abby Finkenauer","Abby Finkenauer","abby4iowa",FALSE,TRUE,FALSE,"IA",1,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Abby Finkenauer","Abby Finkenauer","RepFinkenauer",FALSE,TRUE,FALSE,"IA",1,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Dave Loebsack","Dave Loebsack","DaveLoebsack",FALSE,TRUE,FALSE,"IA",2,"Democrat","Rep","3-Jan-07",1,NA,6,1
"Cindy Axne","Cindy Axne","RepCindyAxne",FALSE,TRUE,FALSE,"IA",3,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Steve King","Steve King","SteveKingIA",FALSE,TRUE,FALSE,"IA",4,"Republican","Rep","3-Jan-03",1,NA,6,1
"Russ Fulcher","Russ Fulcher","RepRussFulcher",FALSE,TRUE,FALSE,"ID",1,"Republican","Rep","3-Jan-19",1,NA,6,1
"Mike Simpson","Mike Simpson","CongMikeSimpson",FALSE,TRUE,FALSE,"ID",2,"Republican","Rep","3-Jan-99",1,NA,6,1
"Bobby Rush","Bobby Rush","RepBobbyRush",FALSE,TRUE,FALSE,"IL",1,"Democrat","Rep","3-Jan-93",1,NA,5,1
"Robin Kelly","Robin Kelly","RepRobinKelly",FALSE,TRUE,FALSE,"IL",2,"Democrat","Rep","11-Apr-13",1,NA,6,1
"Robin Kelly","Robin Kelly","RobinLynneKelly",FALSE,TRUE,FALSE,"IL",2,"Democrat","Rep","11-Apr-13",1,NA,6,1
"Dan Lipinski","Dan Lipinski","RepLipinski",FALSE,TRUE,FALSE,"IL",3,"Democrat","Rep","3-Jan-05",1,NA,6,1
"Jesús Chuy García","Jesus Chuy Garci­a","ChuyForCongress",FALSE,TRUE,FALSE,"IL",4,"Democrat","Rep","3-Jan-19",1,NA,NA,1
"Jesús Chuy García","Jesus Chuy Garci­a","RepChuyGarcia",FALSE,TRUE,FALSE,"IL",4,"Democrat","Rep","3-Jan-19",1,NA,NA,1
"Mike Quigley","Mike Quigley","RepMikeQuigley",FALSE,TRUE,FALSE,"IL",5,"Democrat","Rep","7-Apr-09",1,NA,5,1
"Sean Casten","Sean Casten","RepCasten",FALSE,TRUE,FALSE,"IL",6,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Sean Casten","Sean Casten","SeanCasten",FALSE,TRUE,FALSE,"IL",6,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Danny K. Davis","Danny K. Davis","RepDannyDavis",FALSE,TRUE,FALSE,"IL",7,"Democrat","Rep","3-Jan-97",1,NA,6,1
"Raja Krishnamoorthi","Raja Krishnamoorthi","CongressmanRaja",FALSE,TRUE,FALSE,"IL",8,"Democrat","Rep","3-Jan-17",1,NA,6,1
"Jan Schakowsky","Jan Schakowsky","janschakowsky",FALSE,TRUE,FALSE,"IL",9,"Democrat","Rep","3-Jan-99",1,NA,6,1
"Brad Schneider","Brad Schneider","RepSchneider",FALSE,TRUE,FALSE,"IL",10,"Democrat","Rep","3-Jan-17",1,NA,6,1
"Bill Foster","Bill Foster","RepBillFoster",FALSE,TRUE,FALSE,"IL",11,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Mike Bost","Mike Bost","RepBost",FALSE,TRUE,FALSE,"IL",12,"Republican","Rep","3-Jan-15",1,NA,6,1
"Rodney Davis","Rodney Davis","RodneyDavis",FALSE,TRUE,FALSE,"IL",13,"Republican","Rep","3-Jan-13",1,NA,5,1
"Lauren Underwood","Lauren Underwood","LaurenUnderwood",FALSE,TRUE,FALSE,"IL",14,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Lauren Underwood","Lauren Underwood","RepUnderwood",FALSE,TRUE,FALSE,"IL",14,"Democrat","Rep","3-Jan-19",1,NA,6,1
"John Shimkus","John Shimkus","RepShimkus",FALSE,TRUE,FALSE,"IL",15,"Republican","Rep","3-Jan-13",1,NA,6,1
"Adam Kinzinger","Adam Kinzinger","RepKinzinger",FALSE,TRUE,FALSE,"IL",16,"Republican","Rep","3-Jan-13",1,NA,6,1
"Cheri Bustos","Cheri Bustos","CheriBustos",FALSE,TRUE,FALSE,"IL",17,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Cheri Bustos","Cheri Bustos","RepCheri",FALSE,TRUE,FALSE,"IL",17,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Darin LaHood","Darin LaHood","RepLaHood",FALSE,TRUE,FALSE,"IL",18,"Republican","Rep","10-Sep-15",1,NA,6,1
"Pete Visclosky","Pete Visclosky","RepVisclosky",FALSE,TRUE,FALSE,"IN",1,"Democrat","Rep","3-Jan-85",1,NA,4,1
"Jackie Walorski","Jackie Walorski","RepWalorski",FALSE,TRUE,FALSE,"IN",2,"Republican","Rep","3-Jan-13",1,NA,6,1
"Jim Banks","Jim Banks","RepJimBanks",FALSE,TRUE,FALSE,"IN",3,"Republican","Rep","3-Jan-17",1,NA,6,1
"Jim Banks","Jim Banks","Jim_Banks",FALSE,TRUE,FALSE,"IN",3,"Republican","Rep","3-Jan-17",1,NA,6,1
"Jim Baird","Jim Baird","RepJimBaird",FALSE,TRUE,FALSE,"IN",4,"Republican","Rep","3-Jan-19",1,NA,4,1
"Susan Brooks","Susan Brooks","SusanWBrooks",FALSE,TRUE,FALSE,"IN",5,"Republican","Rep","3-Jan-13",1,NA,5,1
"Greg Pence","Greg Pence","RepGregPence",FALSE,TRUE,FALSE,"IN",6,"Republican","Rep","3-Jan-19",1,NA,6,1
"André Carson","Andre Carson","RepAndreCarson",FALSE,TRUE,FALSE,"IN",7,"Democrat","Rep","11-Mar-08",1,NA,6,1
